safety_rank,candidate_index,a1,gamma,remote_alias_rms_snr,alias_a1,alias_gamma,alias_gamma_factor
557,16262,0.14659250851889766,0.9522478482957601,0.9655794170436387,0.12016901977352139,0.47588279098881686,2.0010134140743445
558,7818,0.15787228558878796,0.8659643233600653,0.9645893762761768,0.13083181588145754,0.43276287768448307,2.0010134140743445
559,12353,0.1875527039417894,0.722353863586956,0.9645086801376765,0.15877576697978668,0.3609940135864167,2.0010134140743445
560,7914,0.15218995204854496,0.9041698059234505,0.9637248440067344,0.12549583990188393,0.4518559443749224,2.0010134140743445
561,17143,0.1575592893472597,0.8659643233600653,0.9631058037240198,0.1305724298436201,0.43276287768448307,2.0010134140743445
562,4513,0.1631486342974598,0.8317637711026709,0.9629992736497278,0.1358406011636321,0.41567126199773113,2.0010134140743436
563,10335,0.14956796413607457,0.9225714271547634,0.9625736091640146,0.1230496882346284,0.4610520952362225,2.0010134140743445
564,10320,0.182037848223084,0.7413102413009177,0.9624767118774059,0.15363617249315795,0.3704674022107158,2.0010134140743445
565,13667,0.15813531068611852,0.8609937521846007,0.9621833259975338,0.13113739656873674,0.4302788507706685,2.0010134140743445
566,779,0.18135210519518835,0.743446977224627,0.9618851544172012,0.15300538370911532,0.37153522909717257,2.0010134140743445
567,10365,0.14706354538739813,0.9413475573131851,0.9614510494385979,0.12071232861532091,0.47043540572597625,2.0010134140743445
568,9343,0.1615108696303309,0.8389768935652859,0.9611965425567892,0.1343413609578076,0.41927599668460547,2.0010134140743445
569,18518,0.19313330498868825,0.6998419960022735,0.9611663114908277,0.16411235721380243,0.34974378036641784,2.0010134140743445
570,4738,0.14128362486411788,0.9942600739529568,0.9610647374456225,0.11525798839353638,0.4968782652628518,2.0010134140743445
571,1844,0.14502639122520594,0.9577452351172411,0.9606128917867693,0.1188080004366968,0.47863009232263826,2.0010134140743445
572,5379,0.16220358340470648,0.8341612282410431,0.9606008133935645,0.13500829688568097,0.41686938347033553,2.001013414074344
573,12029,0.1746223339287269,0.7695733148155091,0.9595549467604427,0.14672792004479931,0.38459178204535355,2.0010134140743445
574,8014,0.19891490171145737,0.6799860450033224,0.9594163678136138,0.16959934712311242,0.33982083289425596,2.0010134140743445
575,19190,0.182317139267683,0.7370551753379343,0.9593563747271475,0.15397657453399946,0.36834094671918605,2.0010134140743436
576,2186,0.16617602713367532,0.8104943654808874,0.9592717018087151,0.13878184656853995,0.4050419451364931,2.0010134140743445
577,156,0.16300561024621008,0.8269895085679317,0.9585610130605674,0.13581294522945223,0.41328533969398284,2.0010134140743445
578,19402,0.15205035685603135,0.8963961859499502,0.957819721172241,0.12550519347206288,0.44797110286470376,2.0010134140743445
579,18642,0.15755600115905036,0.8585191758708333,0.9576237923354817,0.13070069919464714,0.4290421892388855,2.0010134140743445
580,10327,0.15907466015174732,0.8486917881294367,0.9573942289981632,0.1321374190235801,0.42413098391048815,2.0010134140743445
581,11919,0.19565273430297125,0.6878599123088078,0.9569206248333454,0.16659199832596058,0.3437557726853157,2.0010134140743445
582,16791,0.14945310984093158,0.9146395988343222,0.9569021125605194,0.12307655903860233,0.4570881896148752,2.001013414074343
583,6597,0.18722711981268503,0.716143410212902,0.9568333550985333,0.1586618650633348,0.3578903595427346,2.001013414074344
584,15021,0.17845314690017983,0.7498942093324559,0.9566479608778237,0.1504060630974806,0.3747572125493981,2.0010134140743445
585,1874,0.15453189407416124,0.8759917176331175,0.9558298497640698,0.12789284839888956,0.4377740356320127,2.0010134140743445
586,6694,0.15341739672008542,0.8835883884127874,0.9557536439709852,0.12684380497921557,0.4415704473533125,2.0010134140743445
587,15322,0.17978462292889408,0.743446977224627,0.9557090775318337,0.1516829109131505,0.37153522909717257,2.0010134140743445
588,12446,0.1468367733312507,0.933254300796991,0.9553158117008306,0.12064441573009073,0.46639082688444056,2.0010134140743445
589,7172,0.15741558192507382,0.8560517117200949,0.9551398841003552,0.13062792021749825,0.4278090819876381,2.0010134140743445
590,1451,0.14421116397379435,0.9549925860214359,0.9547045145798834,0.1181785111775507,0.4772544648148744,2.0010134140743445
591,6481,0.14766576305943308,0.9252306262333164,0.9545736926646856,0.1214448696417944,0.46238102139926035,2.0010134140743445
592,9992,0.05641643682436288,0.5639622051458343,0.9542599375680492,0.05,0.28183829312644537,2.0010134140743445
593,15150,0.19353562973545813,0.6918309709189366,0.9538178974135338,0.16467761721763247,0.34574029641823917,2.0010134140743445
594,17864,0.18686646167079513,0.7140851472862814,0.9533342520929958,0.1584100650181897,0.35686174928348113,2.0010134140743445
595,4,0.1854924913116261,0.7182076058301705,0.9524490832516884,0.15713846807458326,0.35892193464500516,2.0010134140743445
596,16217,0.1728757298447739,0.7695733148155091,0.9523349619179469,0.14526032092036673,0.38459178204535355,2.0010134140743445
597,17751,0.17179976662563715,0.7740161100463954,0.9518721210860397,0.14425824899708264,0.3868120546330523,2.001013414074343
598,14759,0.15555653079706117,0.8634754611613358,0.9517808224666547,0.1289557733047942,0.43151907682776525,2.001013414074344
599,3676,0.17175730442713671,0.7740161100463954,0.9516947759469291,0.1442225939870407,0.3868120546330523,2.001013414074343
600,8829,0.19844075235072095,0.6741398498898495,0.9510655184404209,0.16936699351857165,0.3368992157414908,2.001013414074344
601,12267,0.1664901485183446,0.7989139416674045,0.9509483197585585,0.1392794900997901,0.3992546656849758,2.0010134140743445
602,9354,0.16213839744534478,0.8222426499470712,0.9508644442013165,0.1351814916781431,0.41091311240781225,2.001013414074344
603,10183,0.18267971995747584,0.7265240579509924,0.9502267223955534,0.1545453341735583,0.3630780547701014,2.0010134140743445
604,13924,0.19052669770044278,0.6978305848598664,0.9495488634554232,0.16195239617736956,0.34873858413521835,2.0010134140743445
605,6947,0.15777140320895028,0.8462525688072693,0.9494883335489407,0.13109881857389913,0.42291199192122364,2.0010134140743445
606,4390,0.1489911459573693,0.906775964583905,0.9494731455707892,0.12281753827036025,0.4531583637600818,2.0010134140743445
607,13171,0.14312102428765608,0.9549925860214359,0.9489497977939986,0.11728516088806275,0.4772544648148744,2.0010134140743445
608,11756,0.1801626347700797,0.7349368100487516,0.9488638545533982,0.15220873070480023,0.36728230049808464,2.001013414074344
609,2355,0.19254979270128136,0.6898425842094826,0.9481017255833469,0.1638943589476995,0.34474660657314943,2.0010134140743445
610,18513,0.16600779632308235,0.796617788516731,0.9469123921759778,0.1389229892875618,0.3981071705534973,2.0010134140743445
611,11022,0.19659051714050713,0.6760829753919819,0.9469080430845725,0.1677310632220933,0.33787028644419825,2.0010134140743445
612,17003,0.19843500052033358,0.6702703370061167,0.9465876126456612,0.16947668539938046,0.3349654391578278,2.001013414074343
613,4699,0.1983877875581253,0.6702703370061167,0.9464260370220077,0.16943636239022397,0.3349654391578278,2.001013414074343
614,8530,0.17583902511370753,0.7498942093324559,0.9461715522399132,0.1482027970122903,0.3747572125493981,2.0010134140743445
615,2635,0.18758176086671624,0.703882227936457,0.9452603722168226,0.15928679494222203,0.35176287324493943,2.001013414074344
616,9524,0.17865966457468363,0.7370551753379343,0.9450459870991691,0.15088764155197204,0.36834094671918605,2.0010134140743436
617,10184,0.19226842021396706,0.6878599123088078,0.9449163710068156,0.1637103639391042,0.3437557726853157,2.0010134140743445
618,12253,0.18403251540515425,0.716143410212902,0.9448141824871304,0.15595466167343336,0.3578903595427346,2.001013414074344
619,12445,0.14602751624372373,0.9225714271547634,0.9445230809112216,0.12013695881505584,0.4610520952362225,2.0010134140743445
620,6017,0.1606091431605321,0.8222426499470712,0.943963694176061,0.13390648909619235,0.41091311240781225,2.001013414074344
621,924,0.13833923966299463,0.9914024778060788,0.9434286962849362,0.11289212298828186,0.4954501908047903,2.0010134140743445
622,8755,0.1419513279132924,0.9549925860214359,0.9427553134366933,0.11632661529254147,0.4772544648148744,2.0010134140743445
623,13395,0.14665864679024862,0.9146395988343222,0.9427492331755146,0.12077528275867323,0.4570881896148752,2.001013414074343
624,18278,0.14429897681210213,0.933254300796991,0.9421931389288016,0.1185593046823027,0.46639082688444056,2.0010134140743445
625,14477,0.17831588576169483,0.7349368100487516,0.9416297741579457,0.15064852193645414,0.36728230049808464,2.001013414074344
626,3740,0.14977047476848818,0.8886893998466987,0.9413580512694449,0.12374634632307716,0.4441196613655889,2.0010134140743445
627,14404,0.19366075759378898,0.6799860450033224,0.9410911403775286,0.1651195449344362,0.33982083289425596,2.0010134140743445
628,12448,0.16781002256058164,0.780728440137907,0.9410047219708138,0.140764730590967,0.390166519947627,2.0010134140743445
629,13421,0.15292144655732767,0.8659643233600653,0.9409668571781589,0.12672895984053156,0.43276287768448307,2.0010134140743445
630,11340,0.1655207336084079,0.7920452613228854,0.9409215288021459,0.13860925130046944,0.39582206483572263,2.001013414074343
631,3552,0.1710389175331289,0.7651560209006901,0.9407091001644832,0.14381457984567825,0.3823842536581126,2.0010134140743445
632,14318,0.16364367196690977,0.8012167131981434,0.940434278666947,0.1368519136059631,0.40040546833054635,2.0010134140743445
633,11422,0.14991495794432588,0.8861352236594998,0.9403458274610422,0.1239068506138701,0.4428432200537847,2.001013414074344
634,17790,0.18160315472692856,0.7202777512383407,0.939794726712435,0.15379135361682336,0.3599564831360897,2.0010134140743436
635,12614,0.15806121413991736,0.8317637711026709,0.9397890183869554,0.131604720087775,0.41567126199773113,2.0010134140743436
636,16883,0.15681999234332372,0.8389768935652859,0.9395667441149506,0.13043958740990352,0.41927599668460547,2.0010134140743445
637,1991,0.15483186989307796,0.8511380382023763,0.939339102856212,0.12856998075410492,0.42535348949477564,2.001013414074343
638,7316,0.14853420632593617,0.893819859740991,0.9386613266549156,0.12264351816348322,0.44668359215096326,2.0010134140743445
639,575,0.1817350834867622,0.7182076058301705,0.9381954521004698,0.15395541033809174,0.35892193464500516,2.0010134140743445
640,18864,0.17631933289596957,0.7391796465554599,0.9378590426892972,0.1488604785025777,0.36940264435828357,2.0010134140743445
641,10549,0.1413001874598536,0.9522478482957601,0.9377163132492461,0.1158306464117605,0.47588279098881686,2.0010134140743445
642,18737,0.17729260643469025,0.7349368100487516,0.9376048198528153,0.1497840138894965,0.36728230049808464,2.001013414074344
643,8899,0.14337444582903028,0.933254300796991,0.9373889054154552,0.11779968910545094,0.46639082688444056,2.0010134140743445
644,12869,0.19574728599540964,0.6702703370061167,0.9373547686427204,0.16718119847525184,0.3349654391578278,2.001013414074343
645,1118,0.15244072556285873,0.8634754611613358,0.9368858127062942,0.12637278259791163,0.43151907682776525,2.001013414074344
646,12327,0.1808158558524116,0.7202777512383407,0.9367800246446271,0.15312462643471564,0.3599564831360897,2.0010134140743436
647,10329,0.1892940139963929,0.6898425842094826,0.9364230644282892,0.16112310816509756,0.34474660657314943,2.0010134140743445
648,6307,0.1390890819641452,0.9688354022599172,0.9352712024275676,0.11379657665304087,0.48417236758409943,2.001013414074344
649,12660,0.1687819835076489,0.7695733148155091,0.9352699699141007,0.1418205153025897,0.38459178204535355,2.0010134140743445
650,18655,0.16875646702920383,0.7695733148155091,0.9351629711394588,0.14179907486181173,0.38459178204535355,2.0010134140743445
651,2111,0.19964516923474113,0.6569011164762665,0.9350704657503693,0.17091375029583444,0.32828421431654653,2.001013414074344
652,14979,0.16014175339417325,0.8128305161640995,0.9343528464769192,0.133697155197191,0.40620942890585743,2.0010134140743445
653,18721,0.16886416547667682,0.7673614893618189,0.9336366064851858,0.14193776772762046,0.38348642940846817,2.0010134140743445
654,7434,0.15322106870950059,0.8535913392913661,0.9335053446464562,0.12718977783323768,0.4265795188015928,2.001013414074344
655,15824,0.1971904517333979,0.6625978159041461,0.9334588738646464,0.1686415141908361,0.3311311214825911,2.0010134140743445
656,4404,0.1989620360238764,0.6569011164762665,0.9327806598949487,0.17032892843679293,0.32828421431654653,2.001013414074344
657,11621,0.1526375389847972,0.8560517117200949,0.9325090838925366,0.12666296449732492,0.4278090819876381,2.0010134140743445
658,3288,0.17094368101175128,0.7563973523567668,0.9323325018822008,0.14392999053675798,0.37800713730181124,2.0010134140743445
659,794,0.14926601364134912,0.878516656407272,0.9319696087695072,0.12349360632527916,0.4390358656409447,2.0010134140743445
660,3629,0.15592303184456427,0.8341612282410431,0.9317573399528565,0.12978075165000091,0.41686938347033553,2.001013414074344
661,18167,0.18852905050702667,0.6878599123088078,0.9315168677874905,0.1605264111352854,0.3437557726853157,2.0010134140743445
662,15178,0.1454291456640248,0.906775964583905,0.9314967801924752,0.1198812825315659,0.4531583637600818,2.0010134140743445
663,17904,0.14606550941749116,0.9015711376059571,0.9313733027510104,0.12048543146574181,0.4505572682644998,2.0010134140743445
664,9176,0.1421977126276061,0.933254300796991,0.9312557909189081,0.116832858478931,0.46639082688444056,2.0010134140743445
665,3262,0.17723462458541406,0.7286181745132277,0.9312006291458307,0.14988785914735625,0.3641245827681179,2.0010134140743445
666,16282,0.13635504906669285,0.9885530946569391,0.9310136263896889,0.11130858971118132,0.4940262207658599,2.0010134140743445
667,11365,0.18308194303762337,0.7059110821984096,0.9306724888358047,0.15541294197161007,0.352776786618874,2.0010134140743445
668,9697,0.18359406413328178,0.703882227936457,0.9304774812609552,0.1559006052138845,0.35176287324493943,2.001013414074344
669,4697,0.15132227615852492,0.8609937521846007,0.9297494019066154,0.12548752870048482,0.4302788507706685,2.0010134140743445
670,10288,0.15420018620491308,0.8413951416451951,0.9291622399913749,0.12821740013399663,0.42048450836318807,2.001013414074344
671,12641,0.15939450909032027,0.8104943654808874,0.9291288659218677,0.13311826432488932,0.4050419451364931,2.0010134140743445
672,7477,0.17299782134190472,0.743446977224627,0.9286453535928403,0.14595693833699927,0.37153522909717257,2.0010134140743445
673,11517,0.17246424063399432,0.7455898720277816,0.9285104539584014,0.1454572920621841,0.3726061338637685,2.0010134140743445
674,5689,0.18419749461962215,0.6998419960022735,0.928494251761187,0.15651927582699104,0.34974378036641784,2.0010134140743445
675,11282,0.16442432622294634,0.7829787941891024,0.9284573047282849,0.1378779231777231,0.391291127126853,2.0010134140743445
676,1114,0.14067629522442332,0.9413475573131851,0.928070892102786,0.11546956203717104,0.47043540572597625,2.0010134140743445
677,12044,0.16568786661135035,0.776247116628692,0.9280662161972822,0.13907894313825123,0.38792699297709543,2.0010134140743445
678,15169,0.18517474311788673,0.6958249547006052,0.9278630721318968,0.15745653282450198,0.3477362769317013,2.001013414074344
679,2134,0.13626712341375238,0.9828788730000321,0.9275266757133702,0.11130826720349138,0.4911905467933636,2.0010134140743436
680,11725,0.15121196440164092,0.8585191758708333,0.9274565132812801,0.12543799873379374,0.4290421892388855,2.0010134140743445
681,12062,0.14198711431693123,0.9278974901273312,0.9269356445813722,0.1167362739186667,0.4637137780291046,2.0010134140743445
682,9842,0.13574242260177105,0.9857119009006164,0.926139744162154,0.1108440583348568,0.4926063433495773,2.0010134140743445
683,17919,0.15129769286807399,0.8535913392913661,0.924342215484977,0.125593171387262,0.4265795188015928,2.001013414074344
684,2345,0.17539430249509746,0.7286181745132277,0.9239834375935765,0.14833149317821004,0.3641245827681179,2.0010134140743445
685,6279,0.19239002963094537,0.6683439175686146,0.9235475945056699,0.16436943303503002,0.3340027172570385,2.0010134140743445
686,17284,0.1395171183020427,0.9440608762859236,0.9235232840103844,0.11448073934163472,0.47179137813158534,2.0010134140743445
687,4528,0.17369006525888686,0.7349368100487516,0.923339741416836,0.1467404403961326,0.36728230049808464,2.001013414074344
688,16294,0.1752015502346443,0.7286181745132277,0.9232252968595969,0.14816848200738084,0.3641245827681179,2.0010134140743445
689,13668,0.1592255834812415,0.8035261221856173,0.9227665205647413,0.13311211353919186,0.40155958802371305,2.0010134140743445
690,5022,0.18040597735479685,0.707945784384138,0.9227012199777169,0.15308937578353232,0.3537936224738549,2.0010134140743445
691,18730,0.13360721650361107,1.0,0.9216668738028762,0.10892598555628452,0.4997467747924086,2.0010134140743445
692,13555,0.19813076848036043,0.6493816315762113,0.9211271532738287,0.16984600640936756,0.32452637598964373,2.001013414074344
693,19083,0.19106517030874148,0.6702703370061167,0.9211000021172708,0.16318236034109088,0.3349654391578278,2.001013414074343
694,11739,0.17312562175707213,0.7349368100487516,0.9210912066968608,0.1462635755396909,0.36728230049808464,2.001013414074344
695,12515,0.18274611681843406,0.6978305848598664,0.9210065960953683,0.15533871036482103,0.34873858413521835,2.0010134140743445
696,3072,0.17754887739387792,0.716143410212902,0.9200787132152575,0.15046023276647896,0.3578903595427346,2.001013414074344
697,11722,0.19260867512510682,0.6645076729077796,0.9199557511978835,0.16466746851637887,0.3320855663604716,2.0010134140743445
698,1977,0.18352140558605123,0.6938250889094058,0.9196643500455279,0.1561036419859585,0.34673685045253166,2.0010134140743445
699,11209,0.19562590659976098,0.6550131214249725,0.9193417880112628,0.16752937110490385,0.32734069487883827,2.0010134140743445
700,1741,0.14239575145533123,0.9120108393559097,0.9193085812668752,0.1173033677760274,0.4557744755438333,2.001013414074344
701,9879,0.15473006034755765,0.824612663620516,0.918966187581072,0.12896137374844618,0.4120975190973302,2.001013414074344
702,4872,0.1409223516286348,0.9225714271547634,0.9181723005661837,0.1159369356489878,0.4610520952362225,2.0010134140743445
703,13857,0.1835828136624188,0.6918309709189366,0.9177809432721525,0.15620886116607852,0.34574029641823917,2.0010134140743445
704,10164,0.15169052905546254,0.8413951416451951,0.9173559583982612,0.12613062110441337,0.42048450836318807,2.001013414074344
705,14188,0.13548404643922088,0.9716279515771062,0.917217052645745,0.11081130283729501,0.4855679350988134,2.001013414074344
706,9675,0.14726511034599415,0.8709635899560806,0.916993319852475,0.12196001634419487,0.43526124504216906,2.0010134140743445
707,16243,0.17108155885175647,0.7391796465554599,0.9169106118005083,0.1444384021612954,0.36940264435828357,2.0010134140743445
708,5657,0.1347172776178031,0.9772372209558107,0.9160180235088706,0.11011312911047012,0.4883711493797627,2.0010134140743445
709,7691,0.14434165034966048,0.8912509381337455,0.9160023069761087,0.11922127564572374,0.44539978186304774,2.0010134140743445
710,2969,0.1939813646156554,0.6569011164762665,0.9159496582037514,0.166065037491506,0.32828421431654653,2.001013414074344
711,14572,0.17225846009353651,0.732824533138904,0.9156148391708342,0.14558045798560829,0.3662266969249198,2.0010134140743445
712,2975,0.14786423959396955,0.8634754611613358,0.9147648926284598,0.12257889310890926,0.43151907682776525,2.001013414074344
713,16465,0.16015878339558104,0.787498980096981,0.9137474520903395,0.13421001450248382,0.3935500754557774,2.0010134140743445
714,5091,0.17737746696068357,0.7099863513495661,0.9132516171678218,0.15046830245014475,0.35481338923357547,2.0010134140743445
715,10861,0.14439184416623974,0.8861352236594998,0.9129131095603011,0.11934191831352636,0.4428432200537847,2.001013414074344
716,4610,0.1526046270113507,0.8293732044796284,0.9127213937625449,0.12710424544840226,0.4144765840379391,2.0010134140743445
717,13060,0.18163309023287344,0.6938250889094058,0.9126909943442142,0.1544974375058449,0.34673685045253166,2.0010134140743445
718,5024,0.19822837557907402,0.641948221508036,0.9126152561053767,0.17015838192274196,0.32081155328236366,2.0010134140743445
719,16596,0.18556395300690526,0.6799860450033224,0.912305606062577,0.1582160260934453,0.33982083289425596,2.0010134140743445
720,9773,0.059142444423649,0.8389768935652859,0.9119668227173076,0.05,0.41927599668460547,2.0010134140743445
721,4298,0.18169562979459614,0.6918309709189366,0.9108305354756616,0.15460307445368146,0.34574029641823917,2.0010134140743445
722,12138,0.1914186442467501,0.658794553441924,0.9093553896073079,0.1638158635577658,0.32923045333340656,2.0010134140743445
723,14168,0.13237720795782776,0.9885530946569391,0.9089721925235257,0.10806142074344936,0.4940262207658599,2.0010134140743445
724,14125,0.19317037084421695,0.6531305526474723,0.908840074032324,0.1654822615872314,0.3263998872039577,2.0010134140743445
725,8813,0.16371697764384863,0.7629568911615332,0.9081007787832298,0.13770485090523507,0.3812852456636189,2.0010134140743445
726,12201,0.1344891298234503,0.9632743586991879,0.9072737034980907,0.11010430530051833,0.4813932540001448,2.0010134140743445
727,5622,0.19187036702208432,0.6550131214249725,0.9065844002844404,0.16431321638110757,0.32734069487883827,2.0010134140743445
728,11907,0.19610308570773755,0.641948221508036,0.9055969319493885,0.16833404227123153,0.32081155328236366,2.0010134140743445
729,5099,0.19662930246879684,0.640103202470931,0.9051498345922246,0.16884243313404157,0.31988951096913987,2.0010134140743445
730,15050,0.16208916716776192,0.7673614893618189,0.9050210355773993,0.13624308328340304,0.38348642940846817,2.0010134140743445
731,10280,0.1773538965765426,0.7018592047908021,0.9049480043858947,0.15065286379683127,0.35075187395256796,2.0010134140743445
732,18715,0.1675872132654168,0.7413102413009177,0.9047229265528699,0.14144013597293345,0.3704674022107158,2.0010134140743445
733,6157,0.1362109066972626,0.9413475573131851,0.9043708047076469,0.11180429308240873,0.47043540572597625,2.0010134140743445
734,3880,0.14007212681177983,0.906775964583905,0.9041136305621491,0.11546534315696111,0.4531583637600818,2.0010134140743445
735,19653,0.15959730260566768,0.7784845538140539,0.903768640470308,0.1339210516796797,0.38904514499428067,2.0010134140743445
736,14907,0.15221088389758433,0.819879447913879,0.9037281444804964,0.12694731747475602,0.4097321098135415,2.0010134140743445
737,18943,0.14454583284329944,0.8709635899560806,0.9036042179410367,0.11970800208301743,0.43526124504216906,2.0010134140743445
738,3223,0.15217571100676092,0.819879447913879,0.9035655175664912,0.1269179824888238,0.4097321098135415,2.0010134140743445
739,8702,0.17224604164493423,0.7202777512383407,0.9035172839150388,0.145867245200373,0.3599564831360897,2.0010134140743436
740,6983,0.1434918403640848,0.878516656407272,0.903401534233613,0.11871640712124752,0.4390358656409447,2.0010134140743445
741,10566,0.16303269634232487,0.7607640819262703,0.9032875170003593,0.13717589070500955,0.38018939632056126,2.0010134140743445
742,1766,0.15247360146890881,0.8175230379436502,0.9031450709629804,0.12720934436132084,0.408554501530831,2.0010134140743445
743,16035,0.19860838970528127,0.6327760017024558,0.9028419243046226,0.17077077286443204,0.31622776601683794,2.0010134140743445
744,9605,0.18707092432713635,0.6664230348401748,0.902805908248953,0.15987904568396266,0.3330427623087463,2.0010134140743445
745,10597,0.1939554814668199,0.6456542290346556,0.9027999759904579,0.16637868189126434,0.3226636185911482,2.0010134140743445
746,10673,0.17833796707565486,0.6958249547006052,0.9024912544775598,0.15164313174624514,0.3477362769317013,2.001013414074344
747,18078,0.19443468435419764,0.6437985585864101,0.9022305760341173,0.16684582746174853,0.3217362532695599,2.0010134140743445
748,10760,0.16550256667252156,0.7477389434625966,0.902018859161813,0.13953833087128864,0.37368012538211576,2.0010134140743445
749,9622,0.16441986361997124,0.7520556874920592,0.9014035513784188,0.13853125794320326,0.37583740428844414,2.001013414074344
750,13786,0.17057592013023773,0.7244359600749902,0.9009188659202064,0.14435470965438513,0.36203453459111845,2.001013414074344
751,4195,0.1920820261625834,0.6493816315762113,0.9008202615499324,0.16466077074731741,0.32452637598964373,2.001013414074344
752,19811,0.16807724356771142,0.7349368100487516,0.9008155972707675,0.14199850005774642,0.36728230049808464,2.001013414074344
753,8612,0.19718002907201215,0.6345999009812868,0.9003873585017701,0.16948581590236075,0.31713925379897995,2.001013414074344
754,2748,0.1655353474218058,0.7455898720277816,0.9002157654980453,0.13961342529926554,0.3726061338637685,2.0010134140743445
755,11428,0.19973124130247466,0.6273356959840383,0.8998596559634374,0.17190876652839968,0.313508990780174,2.0010134140743445
756,8662,0.12993520789170607,0.9971259067705326,0.8996005232533489,0.10596615331122605,0.49831045597052953,2.0010134140743445
757,4695,0.14681602139519506,0.8486917881294367,0.8993506457114598,0.12195462256506161,0.42413098391048815,2.0010134140743445
758,10581,0.16673612950180736,0.7391796465554599,0.8992878891211481,0.14076970241233352,0.36940264435828357,2.0010134140743445
759,13613,0.15077849671571847,0.8222426499470712,0.8988687940941705,0.12571027233625856,0.41091311240781225,2.001013414074344
760,12007,0.17669864352263098,0.6978305848598664,0.8983747699559229,0.1501982087821303,0.34873858413521835,2.0010134140743445
761,1540,0.19005217199106866,0.6531305526474723,0.8982099978587468,0.16281101031798872,0.3263998872039577,2.0010134140743445
762,4774,0.1659184857829382,0.7413102413009177,0.8978965725157655,0.14003176454993152,0.3704674022107158,2.0010134140743445
763,4530,0.18990272295212496,0.6531305526474723,0.8976981045912072,0.1626829825834642,0.3263998872039577,2.0010134140743445
764,485,0.1922567982272932,0.6456542290346556,0.8970942733519077,0.16492151926711038,0.3226636185911482,2.0010134140743445
765,12143,0.14356477262675427,0.8684603593990751,0.897071310778132,0.11893519426257994,0.43401026364474377,2.0010134140743445
766,12582,0.1380268079609897,0.9120108393559097,0.8967234933418576,0.11370430122894583,0.4557744755438333,2.001013414074344
767,3458,0.18715008351120171,0.6606934480075961,0.8967104158847359,0.160108809512394,0.33017941976827203,2.0010134140743445
768,9469,0.19465111213917546,0.6382634861905486,0.8964324710725876,0.16719990246521169,0.31897011869148584,2.0010134140743436
769,18800,0.1636639517067256,0.7498942093324559,0.8963234612517286,0.13794125278695205,0.3747572125493981,2.0010134140743445
770,966,0.13355407360076135,0.9522478482957601,0.8961703455175575,0.1094807795672266,0.47588279098881686,2.0010134140743445
771,18970,0.15784299449599276,0.7784845538140539,0.8961243475026986,0.13244897926252647,0.38904514499428067,2.0010134140743445
772,11180,0.1422922529865806,0.8759917176331175,0.8957471242987036,0.11776314299762437,0.4377740356320127,2.0010134140743445
773,17504,0.17230141871527044,0.7120327999992025,0.8956998628127034,0.14611266310896748,0.3558360953460096,2.0010134140743445
774,6137,0.16975111875443594,0.722353863586956,0.8956595242781943,0.143705547877772,0.3609940135864167,2.0010134140743445
775,14925,0.15604511017145234,0.787498980096981,0.8956255800409576,0.13076283457664012,0.3935500754557774,2.0010134140743445
776,17979,0.13806576241997506,0.909389635177316,0.8953376303093508,0.11377389526542729,0.4544645372095087,2.0010134140743445
777,11657,0.1731724573987464,0.707945784384138,0.895057470230728,0.14695113651326877,0.3537936224738549,2.0010134140743445
778,6893,0.13985180410820341,0.893819859740991,0.8949020823068572,0.11547452739406718,0.44668359215096326,2.0010134140743445
779,4501,0.14134188318881913,0.8810488730080143,0.8942877299216934,0.11689876477405597,0.44030133272024147,2.0010134140743445
780,10408,0.1821816349596599,0.6741398498898495,0.8938136653166308,0.15549001614790242,0.3368992157414908,2.001013414074344
781,18857,0.17766273013403872,0.6898425842094826,0.8937943491815934,0.15122280245395786,0.34474660657314943,2.0010134140743445
782,17726,0.19583144576692912,0.6327760017024558,0.8937939300941318,0.16838305468567177,0.31622776601683794,2.0010134140743445
783,5909,0.17819710236178987,0.6878599123088078,0.8937334624118335,0.1517290902378945,0.3437557726853157,2.0010134140743445
784,4263,0.17986126362488197,0.6819460214464238,0.893690237327922,0.15330185325907342,0.340800324800365,2.0010134140743445
785,16305,0.16164987155108118,0.7563973523567668,0.8936256437795183,0.1361048524573181,0.37800713730181124,2.0010134140743445
786,15703,0.1638312067961435,0.7455898720277816,0.8931688450782804,0.13817614369357864,0.3726061338637685,2.0010134140743445
787,19335,0.19623947677580506,0.6309573444801934,0.8929527182271815,0.16879040865279835,0.31531889793555934,2.0010134140743445
788,6242,0.15698793138799932,0.7784845538140539,0.8923842355746678,0.13173147997647705,0.38904514499428067,2.0010134140743445
789,18416,0.15501631747204153,0.787498980096981,0.891059357891799,0.12990072586064833,0.3935500754557774,2.0010134140743445
790,12208,0.12931011450482693,0.9857119009006164,0.8903748180114641,0.10559158736624052,0.4926063433495773,2.0010134140743445
791,12674,0.19875164257690164,0.6219421634147762,0.8901315577675001,0.17123716682904824,0.3108135902739475,2.0010134140743445
792,1932,0.16930078220497075,0.7182076058301705,0.8899077483932842,0.1434217922860489,0.35892193464500516,2.0010134140743445
793,3290,0.17976447677533886,0.678031701715246,0.889202402982203,0.1533231742664528,0.33884415613920255,2.0010134140743445
794,1387,0.1303931754320306,0.9716279515771062,0.8891994048002717,0.10664752072634043,0.4855679350988134,2.001013414074344
795,9667,0.18070752714596455,0.6741398498898495,0.8884885869847606,0.15423188138692065,0.3368992157414908,2.001013414074344
